,x,y
205,228,52
206,229,52
207,230,52
208,231,52
209,96,53
210,120,53
211,121,53
212,122,53
213,123,53
214,146,53
215,147,53
216,148,53
217,149,53
218,150,53
219,173,53
220,174,53
221,175,53
222,176,53
223,177,53
224,228,53
225,229,53
226,230,53
227,231,53
228,96,54
229,120,54
230,121,54
231,122,54
232,123,54
233,124,54
234,146,54
235,147,54
236,148,54
237,149,54
238,150,54
239,173,54
240,174,54
241,175,54
242,176,54
243,177,54
244,201,54
245,202,54
246,227,54
247,228,54
248,229,54
249,230,54
250,231,54
251,95,55
252,96,55
253,120,55
254,121,55
255,122,55
256,123,55
257,124,55
258,145,55
259,146,55
260,147,55
261,148,55
262,149,55
263,150,55
264,173,55
265,174,55
266,175,55
267,176,55
268,177,55
269,200,55
270,201,55
271,202,55
272,227,55
273,228,55
274,229,55
275,230,55
276,231,55
277,95,56
278,96,56
279,120,56
280,121,56
281,122,56
282,123,56
283,124,56
284,145,56
285,146,56
286,147,56
287,148,56
288,149,56
289,150,56
290,173,56
291,174,56
292,175,56
293,176,56
294,177,56
295,178,56
296,200,56
297,201,56
298,202,56
299,203,56
300,226,56
301,227,56
302,228,56
303,229,56
304,230,56
305,231,56
306,95,57
307,96,57
308,120,57
309,121,57
310,122,57
311,123,57
312,124,57
313,125,57
314,145,57
315,146,57
316,147,57
317,148,57
318,149,57
319,150,57
320,151,57
321,172,57
322,173,57
323,174,57
324,175,57
325,176,57
326,177,57
327,178,57
328,201,57
329,202,57
330,203,57
331,226,57
332,227,57
333,228,57
334,229,57
335,230,57
336,231,57
337,232,57
338,235,57
339,236,57
340,95,58
341,96,58
342,97,58
343,109,58
344,120,58
345,121,58
346,122,58
347,123,58
348,124,58
349,125,58
350,145,58
351,146,58
352,147,58
353,148,58
354,149,58
355,150,58
356,151,58
357,172,58
358,173,58
359,174,58
360,175,58
361,176,58
362,177,58
363,178,58
364,200,58
365,201,58
366,202,58
367,203,58
368,226,58
369,227,58
370,228,58
371,229,58
372,230,58
373,231,58
374,232,58
375,234,58
376,235,58
377,236,58
378,238,58
379,239,58
380,240,58
381,241,58
382,95,59
383,96,59
384,97,59
385,109,59
386,120,59
387,121,59
388,122,59
389,123,59
390,124,59
391,125,59
392,145,59
393,146,59
394,147,59
395,148,59
396,149,59
397,150,59
398,151,59
399,172,59
400,173,59
401,174,59
402,175,59
403,176,59
404,177,59
405,178,59
406,200,59
407,201,59
408,202,59
409,203,59
410,226,59
411,227,59
412,228,59
413,229,59
414,230,59
415,231,59
416,232,59
417,233,59
418,234,59
419,235,59
420,236,59
421,237,59
422,238,59
423,239,59
424,240,59
425,241,59
426,242,59
427,95,60
428,96,60
429,97,60
430,109,60
431,120,60
432,121,60
433,122,60
434,123,60
435,124,60
436,125,60
437,132,60
438,144,60
439,145,60
440,146,60
441,147,60
442,148,60
443,149,60
444,150,60
445,151,60
446,172,60
447,173,60
448,174,60
449,175,60
450,176,60
451,177,60
452,178,60
453,200,60
454,201,60
455,202,60
456,203,60
457,226,60
458,227,60
459,228,60
460,229,60
461,230,60
462,231,60
463,232,60
464,233,60
465,234,60
466,235,60
467,236,60
468,237,60
469,238,60
470,239,60
471,240,60
472,241,60
473,242,60
474,97,61
475,109,61
476,120,61
477,121,61
478,122,61
479,123,61
480,124,61
481,125,61
482,145,61
483,146,61
484,147,61
485,148,61
486,149,61
487,150,61
488,151,61
489,172,61
490,173,61
491,174,61
492,175,61
493,176,61
494,177,61
495,178,61
496,200,61
497,201,61
498,202,61
499,203,61
500,226,61
501,227,61
502,228,61
503,229,61
504,230,61
505,231,61
506,232,61
507,233,61
508,234,61
509,235,61
510,236,61
511,237,61
512,238,61
513,239,61
514,240,61
515,241,61
516,242,61
517,109,62
518,120,62
519,121,62
520,122,62
521,123,62
522,124,62
523,125,62
524,144,62
525,145,62
526,146,62
527,147,62
528,148,62
529,149,62
530,150,62
531,151,62
532,172,62
533,173,62
534,174,62
535,175,62
536,176,62
537,177,62
538,178,62
539,188,62
540,200,62
541,201,62
542,202,62
543,203,62
544,226,62
545,227,62
546,228,62
547,229,62
548,230,62
549,231,62
550,232,62
551,233,62
552,234,62
553,235,62
554,236,62
555,237,62
556,238,62
557,239,62
558,240,62
559,241,62
560,242,62
561,105,63
562,109,63
563,120,63
564,121,63
565,122,63
566,123,63
567,124,63
568,125,63
569,144,63
570,145,63
571,146,63
572,147,63
573,148,63
574,149,63
575,150,63
576,151,63
577,172,63
578,173,63
579,174,63
580,175,63
581,176,63
582,177,63
583,178,63
584,200,63
585,201,63
586,202,63
587,203,63
588,226,63
589,227,63
590,228,63
591,229,63
592,230,63
593,231,63
594,232,63
595,233,63
596,234,63
597,235,63
598,236,63
599,237,63
600,238,63
601,239,63
602,240,63
603,241,63
604,242,63
605,105,64
606,109,64
607,120,64
608,121,64
609,122,64
610,123,64
611,124,64
612,125,64
613,144,64
614,145,64
615,146,64
616,147,64
617,148,64
618,149,64
619,150,64
620,151,64
621,172,64
622,173,64
623,174,64
624,175,64
625,176,64
626,177,64
627,178,64
628,188,64
629,200,64
630,201,64
631,202,64
632,203,64
633,226,64
634,227,64
635,228,64
636,229,64
637,230,64
638,231,64
639,232,64
640,233,64
641,234,64
642,235,64
643,236,64
644,237,64
645,238,64
646,239,64
647,240,64
648,241,64
649,242,64
650,97,65
651,109,65
652,120,65
653,121,65
654,122,65
655,123,65
656,124,65
657,125,65
658,144,65
659,145,65
660,146,65
661,147,65
662,148,65
663,149,65
664,150,65
665,151,65
666,157,65
667,172,65
668,173,65
669,174,65
670,175,65
671,176,65
672,177,65
673,178,65
674,188,65
675,200,65
676,201,65
677,202,65
678,203,65
679,217,65
680,226,65
681,227,65
682,228,65
683,229,65
684,230,65
685,231,65
686,232,65
687,233,65
688,234,65
689,235,65
690,236,65
691,237,65
692,238,65
693,239,65
694,240,65
695,241,65
696,242,65
697,243,65
698,109,66
699,120,66
700,121,66
701,122,66
702,123,66
703,124,66
704,144,66
705,145,66
706,146,66
707,147,66
708,148,66
709,149,66
710,150,66
711,151,66
712,172,66
713,173,66
714,174,66
715,175,66
716,176,66
717,177,66
718,178,66
719,188,66
720,200,66
721,201,66
722,202,66
723,203,66
724,217,66
725,226,66
726,227,66
727,228,66
728,229,66
729,230,66
730,231,66
731,232,66
732,233,66
733,234,66
734,235,66
735,236,66
736,237,66
737,238,66
738,239,66
739,240,66
740,241,66
741,242,66
742,243,66
743,105,67
744,109,67
745,120,67
746,121,67
747,122,67
748,123,67
749,124,67
750,146,67
751,147,67
752,148,67
753,149,67
754,150,67
755,151,67
756,157,67
757,172,67
758,173,67
759,174,67
760,175,67
761,176,67
762,177,67
763,178,67
764,188,67
765,200,67
766,201,67
767,202,67
768,203,67
769,217,67
770,226,67
771,227,67
772,228,67
773,229,67
774,230,67
775,231,67
776,232,67
777,233,67
778,234,67
779,235,67
780,236,67
781,237,67
782,238,67
783,239,67
784,240,67
785,241,67
786,242,67
787,243,67
788,94,68
789,95,68
790,96,68
791,97,68
792,105,68
793,109,68
794,120,68
795,121,68
796,122,68
797,123,68
798,124,68
799,146,68
800,147,68
801,148,68
802,149,68
803,150,68
804,151,68
805,172,68
806,173,68
807,174,68
808,175,68
809,176,68
810,177,68
811,178,68
812,188,68
813,200,68
814,201,68
815,202,68
816,203,68
817,217,68
818,226,68
819,227,68
820,228,68
821,229,68
822,230,68
823,231,68
824,232,68
825,233,68
826,234,68
827,235,68
828,236,68
829,237,68
830,238,68
831,239,68
832,240,68
833,241,68
834,242,68
835,243,68
836,94,69
837,95,69
838,96,69
839,97,69
840,105,69
841,109,69
842,120,69
843,121,69
844,122,69
845,123,69
846,124,69
847,125,69
848,141,69
849,144,69
850,145,69
851,146,69
852,147,69
853,148,69
854,149,69
855,150,69
856,151,69
857,171,69
858,172,69
859,173,69
860,174,69
861,175,69
862,176,69
863,177,69
864,178,69
865,188,69
866,200,69
867,201,69
868,202,69
869,203,69
870,217,69
871,226,69
872,227,69
873,228,69
874,229,69
875,230,69
876,231,69
877,232,69
878,233,69
879,234,69
880,235,69
881,236,69
882,237,69
883,238,69
884,239,69
885,240,69
886,241,69
887,242,69
888,243,69
889,94,70
890,95,70
891,96,70
892,97,70
893,109,70
894,120,70
895,121,70
896,122,70
897,123,70
898,124,70
899,125,70
900,145,70
901,146,70
902,147,70
903,148,70
904,149,70
905,150,70
906,151,70
907,172,70
908,173,70
909,174,70
910,175,70
911,176,70
912,177,70
913,178,70
914,188,70
915,200,70
916,201,70
917,202,70
918,203,70
919,217,70
920,226,70
921,227,70
922,228,70
923,229,70
924,230,70
925,231,70
926,232,70
927,233,70
928,234,70
929,235,70
930,236,70
931,237,70
932,238,70
933,239,70
934,240,70
935,241,70
936,242,70
937,243,70
938,94,71
939,95,71
940,96,71
941,97,71
942,105,71
943,109,71
944,120,71
945,121,71
946,122,71
947,123,71
948,124,71
949,125,71
950,145,71
951,146,71
952,147,71
953,148,71
954,149,71
955,150,71
956,151,71
957,172,71
958,173,71
959,174,71
960,175,71
961,176,71
962,177,71
963,178,71
964,188,71
965,200,71
966,201,71
967,202,71
968,203,71
969,217,71
970,226,71
971,227,71
972,228,71
973,229,71
974,230,71
975,231,71
976,232,71
977,233,71
978,234,71
979,235,71
980,236,71
981,237,71
982,238,71
983,239,71
984,240,71
985,241,71
986,242,71
987,95,72
988,96,72
989,97,72
990,105,72
991,109,72
992,120,72
993,121,72
994,122,72
995,123,72
996,124,72
997,125,72
998,145,72
999,146,72
1000,147,72
1001,148,72
1002,149,72
1003,150,72
1004,151,72
1005,172,72
1006,173,72
1007,174,72
1008,175,72
1009,176,72
1010,177,72
1011,178,72
1012,200,72
1013,201,72
1014,202,72
1015,203,72
1016,217,72
1017,226,72
1018,227,72
1019,228,72
1020,229,72
1021,230,72
1022,231,72
1023,232,72
1024,233,72
1025,234,72
1026,235,72
1027,236,72
1028,237,72
1029,238,72
1030,239,72
1031,240,72
1032,241,72
1033,242,72
1034,243,72
1035,95,73
1036,96,73
1037,97,73
1038,105,73
1039,109,73
1040,120,73
1041,121,73
1042,122,73
1043,123,73
1044,124,73
1045,125,73
1046,145,73
1047,146,73
1048,147,73
1049,148,73
1050,149,73
1051,150,73
1052,151,73
1053,171,73
1054,172,73
1055,173,73
1056,174,73
1057,175,73
1058,176,73
1059,177,73
1060,178,73
1061,188,73
1062,200,73
1063,201,73
1064,202,73
1065,203,73
1066,217,73
1067,226,73
1068,227,73
1069,228,73
1070,229,73
1071,230,73
1072,231,73
1073,232,73
1074,233,73
1075,234,73
1076,235,73
1077,236,73
1078,237,73
1079,238,73
1080,239,73
1081,240,73
1082,241,73
1083,242,73
1084,243,73
1085,95,74
1086,96,74
1087,97,74
1088,105,74
1089,109,74
1090,120,74
1091,121,74
1092,122,74
1093,123,74
1094,124,74
1095,145,74
1096,146,74
1097,147,74
1098,148,74
1099,149,74
1100,150,74
1101,151,74
1102,172,74
1103,173,74
1104,174,74
1105,175,74
1106,176,74
1107,177,74
1108,200,74
1109,201,74
1110,202,74
1111,203,74
1112,217,74
1113,226,74
1114,227,74
1115,228,74
1116,229,74
1117,230,74
1118,231,74
1119,232,74
1120,234,74
1121,235,74
1122,236,74
1123,237,74
1124,238,74
1125,239,74
1126,240,74
1127,241,74
1128,242,74
1129,243,74
1130,95,75
1131,96,75
1132,97,75
1133,109,75
1134,120,75
1135,121,75
1136,122,75
1137,123,75
1138,124,75
1139,145,75
1140,146,75
1141,147,75
1142,148,75
1143,149,75
1144,150,75
1145,151,75
1146,172,75
1147,173,75
1148,174,75
1149,175,75
1150,176,75
1151,177,75
1152,200,75
1153,201,75
1154,202,75
1155,203,75
1156,217,75
1157,226,75
1158,227,75
1159,228,75
1160,229,75
1161,230,75
1162,231,75
1163,234,75
1164,235,75
1165,236,75
1166,237,75
1167,238,75
1168,239,75
1169,240,75
1170,241,75
1171,242,75
1172,96,76
1173,109,76
1174,120,76
1175,121,76
1176,122,76
1177,123,76
1178,124,76
1179,146,76
1180,147,76
1181,148,76
1182,149,76
1183,150,76
1184,151,76
1185,172,76
1186,173,76
1187,174,76
1188,175,76
1189,176,76
1190,177,76
1191,200,76
1192,201,76
1193,202,76
1194,203,76
1195,217,76
1196,226,76
1197,227,76
1198,228,76
1199,229,76
1200,230,76
1201,231,76
1202,235,76
1203,237,76
1204,238,76
1205,239,76
1206,240,76
1207,241,76
1208,242,76
1209,96,77
1210,109,77
1211,120,77
1212,121,77
1213,122,77
1214,123,77
1215,124,77
1216,146,77
1217,147,77
1218,148,77
1219,149,77
1220,150,77
1221,151,77
1222,172,77
1223,173,77
1224,174,77
1225,175,77
1226,176,77
1227,177,77
1228,200,77
1229,201,77
1230,202,77
1231,203,77
1232,227,77
1233,228,77
1234,229,77
1235,230,77
1236,231,77
1237,242,77
1238,96,78
1239,121,78
1240,122,78
1241,123,78
1242,124,78
1243,146,78
1244,147,78
1245,148,78
1246,149,78
1247,150,78
1248,172,78
1249,173,78
1250,174,78
1251,175,78
1252,176,78
1253,177,78
1254,201,78
1255,202,78
1256,203,78
1257,227,78
1258,228,78
1259,229,78
1260,230,78
1261,231,78
1262,96,79
1263,121,79
1264,122,79
1265,123,79
1266,124,79
1267,146,79
1268,147,79
1269,148,79
1270,149,79
1271,150,79
1272,173,79
1273,174,79
1274,175,79
1275,176,79
1276,177,79
1277,201,79
1278,202,79
1279,203,79
1280,228,79
1281,229,79
1282,230,79
1283,231,79
1284,121,80
1285,122,80
1286,123,80
1287,146,80
1288,147,80
1289,148,80
1290,149,80
1291,150,80
1292,173,80
1293,174,80
1294,175,80
1295,176,80
1296,177,80
1297,201,80
1298,202,80
1299,203,80
1300,229,80
1301,230,80
1302,231,80
1303,121,81
1304,122,81
1305,123,81
1306,146,81
1307,147,81
1308,148,81
1309,149,81
1310,150,81
1311,173,81
1312,174,81
1313,175,81
1314,176,81
1315,201,81
1316,202,81
1317,203,81
1318,229,81
1319,230,81
1320,231,81
1321,121,82
1322,122,82
1323,123,82
1324,146,82
1325,147,82
1326,148,82
1327,149,82
1328,150,82
1329,173,82
1330,174,82
1331,175,82
1332,176,82
1333,177,82
1334,201,82
1335,202,82
1336,203,82
1337,229,82
1338,230,82
1339,231,82
1340,96,83
1341,121,83
1342,122,83
1343,123,83
1344,124,83
1345,146,83
1346,147,83
1347,148,83
1348,149,83
1349,150,83
1350,173,83
1351,174,83
1352,175,83
1353,176,83
1354,177,83
1355,201,83
1356,202,83
1357,203,83
1358,228,83
1359,229,83
1360,230,83
1361,231,83
1362,96,84
1363,121,84
1364,122,84
1365,123,84
1366,124,84
1367,146,84
1368,147,84
1369,148,84
1370,149,84
1371,150,84
1372,173,84
1373,174,84
1374,175,84
1375,176,84
1376,177,84
1377,200,84
1378,201,84
1379,202,84
1380,203,84
1381,228,84
1382,229,84
1383,230,84
1384,231,84
1385,121,85
1386,122,85
1387,123,85
1388,147,85
1389,148,85
1390,149,85
1391,150,85
1392,173,85
1393,174,85
1394,175,85
1395,176,85
1396,201,85
1397,202,85
1398,203,85
1399,228,85
1400,229,85
1401,230,85
1402,231,85
1403,121,86
1404,122,86
1405,123,86
1406,147,86
1407,148,86
1408,149,86
1409,150,86
1410,173,86
1411,174,86
1412,175,86
1413,176,86
1414,200,86
1415,201,86
1416,202,86
1417,203,86
1418,228,86
1419,229,86
1420,230,86
1421,231,86
1422,96,87
1423,109,87
1424,120,87
1425,121,87
1426,122,87
1427,123,87
1428,147,87
1429,148,87
1430,149,87
1431,150,87
1432,173,87
1433,174,87
1434,175,87
1435,176,87
1436,177,87
1437,200,87
1438,201,87
1439,202,87
1440,203,87
1441,228,87
1442,229,87
1443,230,87
1444,231,87
1445,96,88
1446,109,88
1447,120,88
1448,121,88
1449,122,88
1450,123,88
1451,147,88
1452,148,88
1453,149,88
1454,150,88
1455,173,88
1456,174,88
1457,175,88
1458,176,88
1459,201,88
1460,202,88
1461,203,88
1462,228,88
1463,229,88
1464,230,88
1465,231,88
1466,109,89
1467,121,89
1468,122,89
1469,123,89
1470,147,89
1471,175,89
1472,176,89
1473,201,89
1474,202,89
1475,203,89
1476,228,89
1477,229,89
1478,230,89
1479,231,89
1480,121,90
1481,122,90
1482,123,90
1483,175,90
1484,176,90
1485,201,90
1486,202,90
1487,203,90
1488,228,90
1489,229,90
1490,230,90
1491,121,91
1492,122,91
1493,123,91
1494,175,91
1495,176,91
1496,201,91
1497,202,91
1498,203,91
1499,229,91
1500,230,91
1501,175,92
1502,201,92
1503,202,92
1504,229,92
1505,230,92
1506,229,93
1507,230,93
1508,229,94
1509,230,94
1510,229,95
1511,230,95
1512,229,96
1513,230,96
1514,174,97
1515,175,97
1516,176,97
1517,201,97
1518,202,97
1519,228,97
1520,229,97
1521,230,97
1522,147,98
1523,148,98
1524,149,98
1525,174,98
1526,175,98
1527,176,98
1528,200,98
1529,201,98
1530,202,98
1531,203,98
1532,228,98
1533,229,98
1534,230,98
1535,231,98
1536,147,99
1537,148,99
1538,149,99
1539,174,99
1540,175,99
1541,176,99
1542,199,99
1543,200,99
1544,201,99
1545,202,99
1546,203,99
1547,228,99
1548,229,99
1549,230,99
1550,231,99
1551,140,100
1552,145,100
1553,146,100
1554,147,100
1555,148,100
1556,149,100
1557,174,100
1558,175,100
1559,176,100
1560,199,100
1561,200,100
1562,201,100
1563,202,100
1564,203,100
1565,227,100
1566,228,100
1567,229,100
1568,230,100
1569,231,100
1570,140,101
1571,141,101
1572,145,101
1573,146,101
1574,147,101
1575,148,101
1576,149,101
1577,173,101
1578,174,101
1579,175,101
1580,176,101
1581,199,101
1582,200,101
1583,201,101
1584,202,101
1585,203,101
1586,227,101
1587,228,101
1588,229,101
1589,230,101
1590,231,101
1591,140,102
1592,141,102
1593,145,102
1594,146,102
1595,147,102
1596,148,102
1597,149,102
1598,150,102
1599,173,102
1600,174,102
1601,175,102
1602,176,102
1603,199,102
1604,200,102
1605,201,102
1606,202,102
1607,203,102
1608,227,102
1609,228,102
1610,229,102
1611,230,102
1612,231,102
1613,140,103
1614,141,103
1615,145,103
1616,146,103
1617,147,103
1618,148,103
1619,149,103
1620,150,103
1621,173,103
1622,174,103
1623,175,103
1624,176,103
1625,199,103
1626,200,103
1627,201,103
1628,202,103
1629,203,103
1630,227,103
1631,228,103
1632,229,103
1633,230,103
1634,231,103
1635,140,104
1636,141,104
1637,145,104
1638,146,104
1639,147,104
1640,148,104
1641,149,104
1642,173,104
1643,174,104
1644,175,104
1645,176,104
1646,199,104
1647,200,104
1648,201,104
1649,202,104
1650,203,104
1651,227,104
1652,228,104
1653,229,104
1654,230,104
1655,231,104
1656,140,105
1657,141,105
1658,146,105
1659,147,105
1660,148,105
1661,149,105
1662,150,105
1663,173,105
1664,174,105
1665,175,105
1666,176,105
1667,177,105
1668,198,105
1669,199,105
1670,200,105
1671,201,105
1672,202,105
1673,203,105
1674,226,105
1675,227,105
1676,228,105
1677,229,105
1678,230,105
1679,231,105
1680,140,106
1681,141,106
1682,146,106
1683,147,106
1684,148,106
1685,149,106
1686,150,106
1687,173,106
1688,174,106
1689,175,106
1690,176,106
1691,199,106
1692,200,106
1693,201,106
1694,202,106
1695,203,106
1696,226,106
1697,227,106
1698,228,106
1699,229,106
1700,230,106
1701,231,106
1702,140,107
1703,141,107
1704,146,107
1705,147,107
1706,148,107
1707,149,107
1708,150,107
1709,173,107
1710,174,107
1711,175,107
1712,176,107
1713,177,107
1714,199,107
1715,200,107
1716,201,107
1717,202,107
1718,203,107
1719,226,107
1720,227,107
1721,228,107
1722,229,107
1723,230,107
1724,231,107
1725,140,108
1726,141,108
1727,145,108
1728,146,108
1729,147,108
1730,148,108
1731,149,108
1732,150,108
1733,173,108
1734,174,108
1735,175,108
1736,176,108
1737,177,108
1738,198,108
1739,199,108
1740,200,108
1741,201,108
1742,202,108
1743,203,108
1744,204,108
1745,226,108
1746,227,108
1747,228,108
1748,229,108
1749,230,108
1750,231,108
1751,140,109
1752,141,109
1753,142,109
1754,145,109
1755,146,109
1756,147,109
1757,148,109
1758,149,109
1759,150,109
1760,151,109
1761,173,109
1762,174,109
1763,175,109
1764,176,109
1765,198,109
1766,199,109
1767,200,109
1768,201,109
1769,202,109
1770,203,109
1771,204,109
1772,217,109
1773,225,109
1774,226,109
1775,227,109
1776,228,109
1777,229,109
1778,230,109
1779,231,109
1780,239,109
1781,241,109
1782,242,109
1783,139,110
1784,140,110
1785,141,110
1786,142,110
1787,144,110
1788,145,110
1789,146,110
1790,147,110
1791,148,110
1792,149,110
1793,150,110
1794,151,110
1795,173,110
1796,174,110
1797,175,110
1798,176,110
1799,177,110
1800,196,110
1801,197,110
1802,198,110
1803,199,110
1804,200,110
1805,201,110
1806,202,110
1807,203,110
1808,204,110
1809,214,110
1810,215,110
1811,216,110
1812,217,110
1813,218,110
1814,219,110
1815,221,110
1816,222,110
1817,223,110
1818,224,110
1819,225,110
1820,226,110
1821,227,110
1822,228,110
1823,229,110
1824,230,110
1825,231,110
1826,232,110
1827,238,110
1828,239,110
1829,240,110
1830,241,110
1831,242,110
1832,139,111
1833,140,111
1834,141,111
1835,142,111
1836,144,111
1837,145,111
1838,146,111
1839,147,111
1840,148,111
1841,149,111
1842,150,111
1843,151,111
1844,173,111
1845,174,111
1846,175,111
1847,176,111
1848,177,111
1849,195,111
1850,196,111
1851,197,111
1852,198,111
1853,199,111
1854,200,111
1855,201,111
1856,202,111
1857,203,111
1858,204,111
1859,214,111
1860,215,111
1861,216,111
1862,217,111
1863,218,111
1864,219,111
1865,220,111
1866,221,111
1867,222,111
1868,223,111
1869,224,111
1870,225,111
1871,226,111
1872,227,111
1873,228,111
1874,229,111
1875,230,111
1876,231,111
1877,232,111
1878,235,111
1879,236,111
1880,237,111
1881,238,111
1882,239,111
1883,240,111
1884,241,111
1885,242,111
1886,139,112
1887,140,112
1888,141,112
1889,142,112
1890,144,112
1891,145,112
1892,146,112
1893,147,112
1894,148,112
1895,149,112
1896,150,112
1897,151,112
1898,173,112
1899,174,112
1900,175,112
1901,176,112
1902,177,112
1903,194,112
1904,195,112
1905,196,112
1906,197,112
1907,198,112
1908,199,112
1909,200,112
1910,201,112
1911,202,112
1912,203,112
1913,204,112
1914,205,112
1915,210,112
1916,211,112
1917,212,112
1918,213,112
1919,214,112
1920,215,112
1921,216,112
1922,217,112
1923,218,112
1924,219,112
1925,220,112
1926,221,112
1927,222,112
1928,223,112
1929,224,112
1930,225,112
1931,226,112
1932,227,112
1933,228,112
1934,229,112
1935,230,112
1936,231,112
1937,232,112
1938,234,112
1939,235,112
1940,236,112
1941,237,112
1942,238,112
1943,239,112
1944,240,112
1945,241,112
1946,242,112
1947,139,113
1948,140,113
1949,141,113
1950,142,113
1951,143,113
1952,144,113
1953,145,113
1954,146,113
1955,147,113
1956,148,113
1957,149,113
1958,150,113
1959,151,113
1960,173,113
1961,174,113
1962,175,113
1963,176,113
1964,177,113
1965,195,113
1966,196,113
1967,197,113
1968,198,113
1969,199,113
1970,200,113
1971,201,113
1972,202,113
1973,203,113
1974,204,113
1975,212,113
1976,213,113
1977,214,113
1978,215,113
1979,216,113
1980,217,113
1981,218,113
1982,219,113
1983,220,113
1984,221,113
1985,222,113
1986,223,113
1987,224,113
1988,225,113
1989,226,113
1990,227,113
1991,228,113
1992,229,113
1993,230,113
1994,231,113
1995,232,113
1996,234,113
1997,235,113
1998,236,113
1999,237,113
2000,238,113
2001,239,113
2002,240,113
2003,241,113
2004,242,113
2005,139,114
2006,140,114
2007,141,114
2008,142,114
2009,143,114
2010,144,114
2011,145,114
2012,146,114
2013,147,114
2014,148,114
2015,149,114
2016,150,114
2017,151,114
2018,173,114
2019,174,114
2020,175,114
2021,176,114
2022,177,114
2023,195,114
2024,196,114
2025,197,114
2026,198,114
2027,199,114
2028,200,114
2029,201,114
2030,202,114
2031,203,114
2032,204,114
2033,211,114
2034,212,114
2035,213,114
2036,214,114
2037,215,114
2038,216,114
2039,217,114
2040,218,114
2041,219,114
2042,220,114
2043,221,114
2044,222,114
2045,223,114
2046,224,114
2047,225,114
2048,226,114
2049,227,114
2050,228,114
2051,229,114
2052,230,114
2053,231,114
2054,232,114
2055,233,114
2056,234,114
2057,235,114
2058,236,114
2059,237,114
2060,238,114
2061,239,114
2062,240,114
2063,241,114
2064,242,114
2065,139,115
2066,140,115
2067,141,115
2068,142,115
2069,143,115
2070,144,115
2071,145,115
2072,146,115
2073,147,115
2074,148,115
2075,149,115
2076,150,115
2077,151,115
2078,173,115
2079,174,115
2080,175,115
2081,176,115
2082,177,115
2083,195,115
2084,196,115
2085,197,115
2086,198,115
2087,199,115
2088,200,115
2089,201,115
2090,202,115
2091,203,115
2092,204,115
2093,206,115
2094,210,115
2095,211,115
2096,212,115
2097,213,115
2098,214,115
2099,215,115
2100,216,115
2101,217,115
2102,218,115
2103,219,115
2104,220,115
2105,221,115
2106,222,115
2107,223,115
2108,224,115
2109,225,115
2110,226,115
2111,227,115
2112,228,115
2113,229,115
2114,230,115
2115,231,115
2116,232,115
2117,233,115
2118,234,115
2119,235,115
2120,236,115
2121,237,115
2122,238,115
2123,239,115
2124,240,115
2125,241,115
2126,242,115
2127,139,116
2128,140,116
2129,141,116
2130,142,116
2131,143,116
2132,144,116
2133,145,116
2134,146,116
2135,147,116
2136,148,116
2137,149,116
2138,150,116
2139,151,116
2140,173,116
